"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","CTR","=~","CEN","",1,0,NA,NA,1,1,0.48254679211986,1,1
"2","TrP","=~","p1T","",1,0,NA,NA,1,1,0.675413822429998,0.890511600118727,0.890511600118727
"3","TrP","=~","p2T","",1.01247317621541,0.0997637369342283,10.1487094141522,0,0.81693984486119,1.20800650756962,0.683838378055488,0.873276122341608,0.873276122341608
"4","TrP","=~","p3T","",0.974358015734779,0.11533855826021,8.44780817822061,0,0.748298595515992,1.20041743595357,0.658094871822735,0.756959790691114,0.756959790691114
"5","SRP","=~","p1S","",1,0,NA,NA,1,1,0.466756952942415,0.879184560068784,0.879184560068784
"6","SRP","=~","p2S","",1.15962839649305,0.147709961390257,7.85071220368987,0.00000000000000421884749357559,0.870122192010346,1.44913460097576,0.541264616892596,0.780420486707427,0.780420486707427
"7","SRP","=~","p3S","",1.59483399236999,0.204510486182296,7.79829935443204,0.00000000000000621724893790088,1.19400080499191,1.99566717974806,0.744399854727601,0.862535593674928,0.862535593674928
"8","Val","=~","p1V","",1,0,NA,NA,1,1,0.334818060694606,0.544057254278784,0.544057254278784
"9","Val","=~","p2V","",2.21956505709709,0.394035302775917,5.63290913646723,0.0000000177194827699623,1.44727005501896,2.99186005917523,0.743150468002761,0.913161836657349,0.913161836657349
"10","Val","=~","p3V","",2.19724848562119,0.397578305728495,5.52658043450109,0.0000000326532592076489,1.41800932535889,2.97648764588349,0.735678476819846,0.842327461807055,0.842327461807055
"11","CTR","~~","CEN","",0,0,NA,NA,0,0,0,NA,NA
"12","Val","~","TrP","b1",0.438571311679768,0.0920732006242042,4.76328952079978,0.00000190462263116586,0.258111154514997,0.619031468844539,0.884710715471096,0.884710715471096,0.884710715471096
"13","Val","~","SRP","b2",0.0865642443516053,0.079357072617243,1.09081952618293,0.275352302755053,-0.0689727598967207,0.242101248599931,0.120675876455098,0.120675876455098,0.120675876455098
