"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"33","p1T","~1","","",4.32142858135212,0.0827543021773656,52.2199869692586,0,4.15923312951874,4.4836240331855,4.32142858135212,5.69766769183528,5.69766769183528
"34","p2T","~1","","",4.19642855825165,0.0854401362816613,49.1154244466293,0,4.0289689683054,4.3638881481979,4.19642855825165,5.3589321499374,5.3589321499374
"35","p3T","~1","","",4.47770536685628,0.0951063819790089,47.0810188936066,0,4.29130028347751,4.66411045023505,4.47770536685628,5.15173023271916,5.15173023271916
"36","p1S","~1","","",4.63690492803774,0.0579256655957091,80.0492299976476,0,4.52337270968964,4.75043714638584,4.63690492803774,8.73408704193145,8.73408704193145
"37","p2S","~1","","",4.41055344391415,0.0758224742101489,58.1694740228326,0,4.26194412524354,4.55916276258476,4.41055344391415,6.36693769314186,6.36693769314186
"38","p3S","~1","","",4.35954015385857,0.0991110273892714,43.9864288434415,0,4.16528610970484,4.55379419801231,4.35954015385857,5.02874611648019,5.02874611648019
"39","p1V","~1","","",4.46428593287848,0.0682765387039585,65.3853580984129,0,4.33046637602966,4.59810548972729,4.46428593287848,7.13412744783728,7.13412744783728
"40","p2V","~1","","",4.19047607810327,0.0929428714024412,45.0865786140669,0,4.00831139753475,4.3726407586718,4.19047607810327,4.91934903120741,4.91934903120741
"41","p3V","~1","","",3.98630140008066,0.0993040531736618,40.1423836458061,0,3.79166903234144,4.18093376781989,3.98630140008066,4.38903546728217,4.38903546728217
"42","CTR","~1","","",0,0,NA,NA,0,0,0,0,0
"43","TrP","~1","","",0,0,NA,NA,0,0,0,0,0
"44","SRP","~1","","",0,0,NA,NA,0,0,0,0,0
"45","Val","~1","","",0,0,NA,NA,0,0,0,0,0
"46","indirect1",":=","a1*b1","indirect1",0.15702670287425,0.0864412262284698,1.81657190354077,0.0692826888102762,-0.0123949873130298,0.32644839306153,0.215333643199189,0.215333643199189,0.215333643199189
"47","indirect2",":=","a2*b2","indirect2",-0.00533056743383562,0.0121403098381439,-0.439080015658858,0.660603558948002,-0.029125137477755,0.0184640026100838,-0.00730990643525133,-0.00730990643525133,-0.00730990643525133
"48","indirect3",":=","a1*d1*b2","indirect3",-0.00844255716562259,0.0192480056597073,-0.438619840147687,0.660937018632958,-0.046167955032872,0.0292828407016269,-0.0115774359335991,-0.0115774359335991,-0.0115774359335991
"49","contrast1",":=","indirect1-indirect2","contrast1",0.162357270308086,0.0899009694832867,1.80595683496238,0.0709250822674341,-0.0138453920543906,0.338559932670562,0.222643549634441,0.222643549634441,0.222643549634441
"50","contrast2",":=","indirect1-indirect3","contrast2",0.165469260039873,0.0969051103880114,1.70753904904837,0.0877219062452859,-0.0244612662385079,0.355399786318253,0.226911079132789,0.226911079132789,0.226911079132789
"51","contrast3",":=","indirect2-indirect3","contrast3",0.00311198973178697,0.00978369142342021,0.318079301268383,0.750424784099159,-0.0160636930939701,0.022287672557544,0.0042675294983478,0.0042675294983478,0.0042675294983478
"52","total_indirects",":=","indirect1+indirect2+indirect3","total_indirects",0.143253578274792,0.080008561785318,1.79047810732025,0.0733770836430452,-0.0135603212792791,0.300067477828863,0.196446300830339,0.196446300830339,0.196446300830339
"53","total_c",":=","c_p+(indirect1)+(indirect2)+(indirect3)","total_c",0.136446118064795,0.0861133154221504,1.58449500400606,0.113081117664216,-0.0323328787519573,0.305225114881548,0.187111103815306,0.187111103815306,0.187111103815306
"54","direct",":=","c_p","direct",-0.00680746020999666,0.0531181583830761,-0.128156931964825,0.898024782257111,-0.11091713756592,0.0973022171459268,-0.00933519701503255,-0.00933519701503255,-0.00933519701503255
