"","lhs","op","rhs","est","se","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label"
"179","cmi28","~~","cmi28","0.667","0.077","0.000","[0.515, 0.819]","0.667***","0.534","0.060","0.000","[0.416, 0.651]","0.534***","Variances.cmi28"
"180","cmi29","~~","cmi29","0.864","0.099","0.000","[0.670, 1.058]","0.864***","0.705","0.063","0.000","[0.582, 0.827]","0.705***","Variances.cmi29"
"181","cmi30","~~","cmi30","0.741","0.086","0.000","[0.573, 0.910]","0.741***","0.561","0.061","0.000","[0.441, 0.681]","0.561***","Variances.cmi30"
"182","cmi31","~~","cmi31","0.770","0.089","0.000","[0.595, 0.945]","0.770***","0.562","0.061","0.000","[0.442, 0.682]","0.562***","Variances.cmi31"
"183","cmi32","~~","cmi32","0.654","0.076","0.000","[0.504, 0.803]","0.654***","0.501","0.058","0.000","[0.387, 0.616]","0.501***","Variances.cmi32"
"184","cmi33","~~","cmi33","0.736","0.086","0.000","[0.568, 0.904]","0.736***","0.511","0.059","0.000","[0.396, 0.626]","0.511***","Variances.cmi33"
"185","cmi34","~~","cmi34","0.858","0.099","0.000","[0.663, 1.052]","0.858***","0.576","0.062","0.000","[0.455, 0.697]","0.576***","Variances.cmi34"
"186","cmi35","~~","cmi35","0.897","0.103","0.000","[0.695, 1.100]","0.897***","0.634","0.063","0.000","[0.511, 0.757]","0.634***","Variances.cmi35"
"187","cmi36","~~","cmi36","0.838","0.096","0.000","[0.649, 1.027]","0.838***","0.667","0.063","0.000","[0.544, 0.791]","0.667***","Variances.cmi36"
"188","cmi37","~~","cmi37","1.144","0.131","0.000","[0.886, 1.401]","1.144***","0.665","0.063","0.000","[0.541, 0.788]","0.665***","Variances.cmi37"
"189","cmi38","~~","cmi38","0.931","0.108","0.000","[0.719, 1.142]","0.931***","0.554","0.061","0.000","[0.434, 0.673]","0.554***","Variances.cmi38"
"190","cmi39","~~","cmi39","0.697","0.081","0.000","[0.539, 0.856]","0.697***","0.550","0.061","0.000","[0.431, 0.668]","0.550***","Variances.cmi39"
"191","cmi40","~~","cmi40","0.783","0.091","0.000","[0.604, 0.963]","0.783***","0.488","0.058","0.000","[0.376, 0.601]","0.488***","Variances.cmi40"
"192","cmi41","~~","cmi41","0.727","0.084","0.000","[0.562, 0.893]","0.727***","0.549","0.061","0.000","[0.430, 0.668]","0.549***","Variances.cmi41"
"193","cmi42","~~","cmi42","0.803","0.093","0.000","[0.621, 0.986]","0.803***","0.538","0.060","0.000","[0.420, 0.656]","0.538***","Variances.cmi42"
"194","cmi43","~~","cmi43","0.690","0.081","0.000","[0.532, 0.849]","0.690***","0.447","0.055","0.000","[0.339, 0.555]","0.447***","Variances.cmi43"
"195","cmi44","~~","cmi44","0.638","0.074","0.000","[0.494, 0.783]","0.638***","0.583","0.062","0.000","[0.462, 0.705]","0.583***","Variances.cmi44"
"196","cmi45","~~","cmi45","0.618","0.072","0.000","[0.478, 0.758]","0.618***","0.552","0.061","0.000","[0.433, 0.671]","0.552***","Variances.cmi45"
"197","cmi46","~~","cmi46","0.989","0.114","0.000","[0.766, 1.211]","0.989***","0.662","0.063","0.000","[0.539, 0.785]","0.662***","Variances.cmi46"
"198","cmi47","~~","cmi47","1.378","0.159","0.000","[1.068, 1.689]","1.378***","0.643","0.063","0.000","[0.520, 0.767]","0.643***","Variances.cmi47"
"199","pwb1","~~","pwb1","0.428","0.055","0.000","[0.319, 0.536]","0.428***","0.617","0.072","0.000","[0.475, 0.758]","0.617***","Variances.pwb1"
"200","pwb2","~~","pwb2","0.322","0.045","0.000","[0.234, 0.410]","0.322***","0.514","0.071","0.000","[0.375, 0.653]","0.514***","Variances.pwb2"
"201","pwb3","~~","pwb3","0.481","0.056","0.000","[0.371, 0.591]","0.481***","0.856","0.058","0.000","[0.742, 0.970]","0.856***","Variances.pwb3"
"202","pwb4","~~","pwb4","0.389","0.046","0.000","[0.298, 0.479]","0.389***","0.799","0.065","0.000","[0.672, 0.925]","0.799***","Variances.pwb4"
"203","pwb5","~~","pwb5","0.415","0.053","0.000","[0.311, 0.518]","0.415***","0.643","0.072","0.000","[0.502, 0.784]","0.643***","Variances.pwb5"
"204","pwb6","~~","pwb6","0.356","0.044","0.000","[0.270, 0.442]","0.356***","0.720","0.070","0.000","[0.583, 0.857]","0.720***","Variances.pwb6"
"205","pwb7","~~","pwb7","0.502","0.059","0.000","[0.387, 0.617]","0.502***","0.862","0.057","0.000","[0.750, 0.974]","0.862***","Variances.pwb7"
"206","pwb8","~~","pwb8","0.415","0.050","0.000","[0.317, 0.514]","0.415***","0.757","0.068","0.000","[0.624, 0.890]","0.757***","Variances.pwb8"
"207","pwb9","~~","pwb9","0.356","0.043","0.000","[0.272, 0.441]","0.356***","0.765","0.067","0.000","[0.633, 0.897]","0.765***","Variances.pwb9"
"208","pwb10","~~","pwb10","0.489","0.062","0.000","[0.367, 0.611]","0.489***","0.645","0.072","0.000","[0.504, 0.786]","0.645***","Variances.pwb10"
"209","pwb11","~~","pwb11","0.598","0.070","0.000","[0.462, 0.735]","0.598***","0.873","0.055","0.000","[0.764, 0.981]","0.873***","Variances.pwb11"
"210","REMS","~~","REMS","0.079","0.021","0.000","[0.039, 0.120]","0.079***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.REMS"
"211","CMI","~~","CMI","0.589","0.129","0.000","[0.335, 0.842]","0.589***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.CMI"
"212","PWB","~~","PWB","0.266","0.067","0.000","[0.134, 0.398]","0.266***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.PWB"
